TA,RH,PA,GR,WS
-0.408887863,-0.245709466,0.622680477,0.857292518,-0.668188176
0.111596687,-0.74508963,0.656338881,1.777250266,-0.668188176
0.544483838,-1.169688653,0.443970379,2.164246011,-0.668188176
0.550783651,-1.200921177,0.072926542,1.196315804,-0.668188176
0.46558618,-1.181936701,-0.322960402,0.696887497,-0.668188176
0.510284853,-1.139272665,-0.778150249,0.657727763,-0.668188176
0.751777685,-1.3100649,-1.51703236,0.867856031,-0.668188176
0.869974176,-1.279308689,-1.876055338,0.752513884,-0.668188176
0.795276393,-1.169620608,-1.919330429,0.687386213,-0.668188176
0.664180285,-1.091845499,-1.791107937,0.311499791,-0.668188176
0.263392182,-0.626827916,-1.327904184,-0.001962815,-0.668188176
-0.002099938,-0.25904623,-0.893550492,-0.02974452,-0.668188176
-0.26579211,0.143029991,-0.486444079,-0.02974452,-0.668188176
-0.32879024,0.165484747,-0.169894802,-0.02974452,-0.668188176
-0.384588584,0.136701833,-0.040870919,-0.02974452,-0.668188176
-0.434687097,0.014017211,-0.214772674,-0.02974452,-0.668188176
-0.47938577,0.054707951,-0.419928662,-0.02974452,-0.668188176
-0.514784719,0.137790548,-0.758115485,-0.02974452,-0.668188176
-0.630581282,0.27476456,-1.130762102,-0.02974452,-0.668188176
-0.720878602,0.451000372,-1.372782056,-0.02974452,-0.668188176
-0.684279688,0.363426823,-1.37839179,-0.02974452,-0.668188176
-0.531884212,-0.133503731,-1.026581327,-0.02974452,-0.668188176
-0.554083553,-0.098188524,-0.508081625,0.029454821,-0.668188176
-0.398688166,-0.10145467,0.023240327,0.274296575,-0.668188176
-0.106196848,-0.451204506,0.255643594,0.632074715,-0.668188176
0.342589831,-0.795578809,0.330172917,1.5871742,-0.668188176
0.800676233,-1.133897133,0.246026907,2.156516508,-0.668188176
1.22696358,-1.499297253,-0.363831321,2.570504633,-0.668188176
1.70634935,-1.60864511,-0.98811458,3.520842979,-0.668188176
1.504155351,-1.594968122,-1.453722504,1.445444262,-0.668188176
1.157665637,-1.486436802,-1.67089935,0.626536848,-0.668188176
0.953971683,-1.249777282,-1.779087078,0.392657468,-0.668188176
0.756577542,-1.042445035,-1.621213135,0.28565781,-0.668188176
0.502485085,-0.743388513,-1.431283568,0.090207619,-0.668188176
0.295491229,-0.577291363,-1.000135438,-0.015137817,-0.668188176
0.061498175,-0.215769792,-0.609056838,-0.02974452,-0.668188176
-0.205193909,0.140444292,-0.031254232,-0.02974452,-0.668188176
-0.378588762,0.635537639,0.318953449,-0.02974452,-0.668188176
-0.461386304,0.664388598,0.475224611,-0.02974452,-0.668188176
-0.520784541,0.728214541,0.467210706,-0.02974452,-0.668188176
-0.601482146,0.710999228,0.192333738,-0.02974452,-0.668188176
-0.657580481,0.768701147,-0.327768745,-0.02974452,-0.668188176
-0.743977916,0.831302284,-0.513691359,-0.02974452,-0.668188176
-0.91497284,0.664116419,-0.619474915,-0.02974452,-0.668188176
-0.99417049,0.665953627,-0.603447103,-0.02974452,-0.668188176
-1.067068326,0.818986191,-0.391879992,-0.02974452,-0.668188176
-0.937172182,0.764958687,-0.151462819,0.018593211,-0.668188176
-0.721178593,0.672281785,0.263657499,0.286762024,-0.668188176
-0.154795405,0.335800669,0.43114813,0.609486598,-0.668188176
0.239692885,0.078863825,0.379057742,0.742332437,-0.668188176
0.478785788,-0.106966292,0.246026907,1.474460336,-0.668188176
0.893373482,-0.789726964,0.08414601,2.386634001,-0.668188176
0.914672849,-1.163428539,-0.181915661,1.873875346,-0.668188176
0.859474488,-1.134169311,-0.707627878,1.270566891,-0.668188176
0.864274345,-1.176016811,-1.139577399,1.231948768,-0.668188176
0.906873081,-1.099738686,-1.356754245,1.296408873,-0.668188176
0.483585646,-0.729031078,-1.346336167,0.555766346,-0.668188176
-0.075297765,0.017827715,-0.914386647,0.094208823,-0.668188176
-0.22739325,0.256052263,-0.658743053,-0.020364993,-0.668188176
-0.328490249,0.295177974,-0.344597948,-0.02974452,-0.668188176
-0.520184559,0.64853418,0.123414149,-0.02974452,-0.668188176
-0.642280935,0.855390114,0.485642689,-0.02974452,-0.668188176
-0.633581193,0.895128227,0.463203753,-0.02974452,-0.668188176
-0.685479653,0.96140378,0.423935615,-0.029740321,-0.668188176
-1.057468611,0.892270349,0.419928662,-0.029723527,-0.668188176
-1.202964292,0.745497899,0.130626664,-0.02974452,-0.668188176
-1.122266687,0.638599651,-0.169894802,-0.02974452,-0.668188176
-1.155265708,0.560552363,-0.333378479,-0.02974452,-0.668188176
-1.256662698,0.750465163,-0.44477177,-0.02974452,-0.668188176
-1.273462199,0.782242045,-0.282089483,-0.02974452,-0.668188176
-1.043069038,0.277146125,0.26445889,-0.011627842,-0.668188176
-0.853774657,0.114247077,0.64031107,0.179397093,-0.668188176
-0.713678816,0.142689768,0.826233684,0.501244173,-0.668188176
-0.336590009,-0.073760471,0.90476996,0.596353582,-0.668188176
0.107096821,-0.273063442,0.754108532,1.316935509,-0.668188176
0.434387106,-0.652684907,0.33417987,1.122358614,-0.668188176
0.729278353,-0.93513852,-0.157072553,1.830554864,-0.668188176
0.831875307,-1.190850559,-0.597837369,1.639206642,-0.668188176
1.127666527,-1.412948509,-0.990518752,2.60945444,-0.668188176
0.807276037,-1.331975298,-1.214908113,1.020443381,-0.668188176
0.631781247,-1.081502702,-1.351945901,0.689321737,-0.668188176
0.313190703,-0.646016525,-1.285430483,0.38187983,-0.668188176
-0.099297053,-0.252513938,-0.84947401,0.014243529,-0.668188176
-0.427787302,-0.004218772,-0.486444079,-0.02974452,-0.668188176
-0.452086581,0.109620036,0.02804867,-0.02974452,-0.668188176
-0.50398504,0.228358064,0.303727028,-0.02974452,-0.668188176
-0.540583954,0.34995397,0.364632712,-0.02974452,-0.668188176
-0.440086937,0.215089344,0.342193776,-0.02974452,-0.668188176
-0.376488825,0.030007719,0.023240327,-0.02974452,-0.668188176
-0.615581727,0.478150213,-0.289301998,-0.02974452,-0.668188176
-0.654280579,0.375674872,-0.540938639,-0.02974452,-0.668188176
-0.694779377,0.386766161,-0.710833441,-0.02974452,-0.668188176
-0.782376776,0.461002945,-0.65393471,-0.02974452,-0.668188176
-0.850474755,0.521290562,-0.394284163,-0.02974452,-0.668188176
-0.925472529,0.605461875,-0.08414601,0.033539995,-0.668188176
-0.377388798,0.137654459,0.265260281,0.498825817,-0.668188176
0.372888931,-0.6759562,0.391879992,1.249708571,-0.668188176
0.392988335,-0.614239643,0.475224611,1.397841274,-0.668188176
0.512984773,-0.754479801,0.371043837,1.084937073,-0.668188176
0.638681042,-0.955892158,0.039268138,0.683666311,-0.668188176
1.025969546,-1.319182892,-0.527314999,1.500285523,-0.668188176
1.619951914,-1.718129057,-1.167626069,3.069437512,-0.668188176
1.625051763,-1.766849073,-1.597972808,2.438548883,-0.668188176
1.577353179,-1.712957658,-1.995462533,1.458111241,-0.668188176
1.136966251,-1.425672871,-1.846403886,0.699238676,-0.668188176
0.743677925,-1.132196015,-1.64285068,0.31196163,-0.668188176
0.304190971,-0.738081025,-1.274211015,0.011098827,-0.668188176
-0.098097088,-0.263060869,-0.873515727,-0.02974452,-0.668188176
-0.182394586,-0.070494325,-0.506478844,-0.02974452,-0.668188176
-0.28499154,0.254351145,-0.302124247,-0.02974452,-0.668188176
-0.201894007,0.136293564,-0.316549277,-0.02974452,-0.668188176
-0.089697337,-0.220124653,-0.446374551,-0.02974452,-0.668188176
-0.347689679,0.158544186,-0.669161131,-0.02974452,-0.668188176
-0.505185004,0.02034537,-1.145988523,-0.02974452,-0.668188176
-0.58888252,0.075257455,-1.496196205,-0.02974452,-0.668188176
-0.788376598,-0.109415902,-1.609192276,-0.02974452,-0.668188176
-0.962671425,-0.111321154,-1.423269662,-0.02974452,-0.668188176
-1.043069038,-0.112137691,-1.164420506,-0.02974452,-0.668188176
-0.956371612,-0.154597593,-0.792575279,0.010842716,-0.668188176
-0.426287346,-0.61015696,-0.472019049,0.268477405,-0.668188176
-0.176994746,-0.670648712,-0.321357621,0.558499592,-0.668188176
0.035398949,-0.717395431,-0.3061312,0.649032597,-0.668188176
0.20279398,-0.800818252,-0.510485797,0.579798759,-0.668188176
0.489885459,-1.003455414,-0.782958592,0.942459796,-0.668188176
1.071868183,-1.379674644,-1.271005453,2.461153794,-0.668188176
1.526354693,-1.677438317,-1.961002739,2.823147264,-0.668188176
1.627451692,-1.65409898,-2.485112175,2.769599152,-0.668188176
1.881544149,-2.020315636,-2.927479773,2.248539993,-0.668188176
1.28186195,-1.657841439,-2.82650456,0.692949271,-0.668188176
0.971371166,-1.396345599,-2.585285997,0.325883971,-0.668188176
0.439786946,-0.676636647,-2.053162655,0.00320978,-0.668188176
0.052498442,0.117649312,-1.410447413,-0.02974452,-0.668188176
-0.166495058,0.528911571,-0.887139367,-0.02974452,-0.668188176
-0.340189902,0.766115447,-0.651530538,-0.02974452,-0.668188176
-0.464686207,0.962084227,-0.676373646,-0.02974452,-0.668188176
-0.554983526,1.014342568,-0.846268448,-0.02974452,-0.668188176
-0.586782582,1.061905824,-1.116337072,-0.02974452,-0.668188176
-0.72297854,1.073609515,-1.541074077,-0.02974452,-0.668188176
-0.978870944,1.117906625,-1.686125771,-0.02974452,-0.668188176
-1.021469679,1.072588844,-1.718181394,-0.02974452,-0.668188176
-1.051168798,1.032170284,-1.492189252,-0.02974452,-0.668188176
-0.842075004,0.948067016,-1.109925947,-0.02974452,-0.668188176
-0.806076073,0.92921863,-0.762923828,0.04570315,-0.668188176
0.123596331,-0.107238471,-0.399893897,0.229720731,-0.668188176
0.75327764,-0.72141007,-0.146654475,1.704955696,-0.668188176
1.25186284,-1.264815164,-0.116201633,2.646636664,-0.668188176
1.765447595,-1.780934329,-0.326165964,3.803265817,-0.668188176
1.82424585,-1.978332047,-0.781355811,2.526810481,-0.668188176
2.286532128,-2.130003717,-1.342329214,3.932563894,-0.668188176
2.494425957,-2.523029992,-1.856020573,3.845843159,-0.668188176
2.37202959,-2.5699128,-2.21344077,3.019831824,-0.668188176
1.848245138,-2.230029448,-2.381732791,1.246740206,-0.668188176
1.529354603,-2.025623124,-2.361698027,0.593956218,-0.668188176
1.297461487,-1.892663751,-2.069991857,0.275274833,-0.668188176
0.869974176,-1.475413558,-1.565917185,-0.011006459,-0.668188176
0.575682912,-1.14641736,-1.216510894,-0.02974452,-0.668188176
0.176694755,-0.504143294,-0.871111556,-0.02974452,-0.668188176
-0.099297053,0.081177345,-0.621077696,-0.02974452,-0.668188176
-0.201894007,0.260951482,-0.729265424,-0.02974452,-0.668188176
-0.624881451,0.729099122,-0.917592209,-0.02974452,-0.668188176
-0.547183758,0.958681991,-1.178845537,-0.02974452,-0.668188176
-0.47938577,0.971814621,-1.582746387,-0.02974452,-0.668188176
-0.379788727,0.889616605,-1.779888469,-0.02974452,-0.668188176
-0.433187142,1.031966149,-1.775881516,-0.02974452,-0.668188176
-0.454486509,1.062586271,-1.617206182,-0.02974452,-0.668188176
-0.46558618,1.035844698,-1.312677763,-0.02974452,-0.668188176
-0.356689412,0.66887955,-0.829439246,-0.005691114,-0.668188176
-0.22469333,0.606618635,-0.316549277,0.321118634,-0.668188176
0.196494167,0.326274409,-0.052090387,0.93006992,-0.668188176
0.684279688,-0.19596878,-0.035261185,2.108149388,-0.668188176
0.606282003,-0.214544987,-0.131428054,1.453131779,-0.668188176
1.338860258,-1.062586271,-0.494457985,2.927993074,-0.668188176
1.23806325,-1.168327758,-0.916790819,2.323655979,-0.668188176
1.421957791,-1.564279956,-1.239751221,1.90518382,-0.668188176
0.94767187,-1.117158133,-1.426475225,1.040294053,-0.668188176
0.899973286,-0.856887097,-1.747832846,1.092859708,-0.668188176
0.536684069,-0.317360551,-1.630028431,0.637175935,-0.668188176
0.26009228,-0.032117106,-1.385604305,0.249806521,-0.668188176
0.023999288,0.241830918,-1.00173822,-0.013945433,-0.668188176
-0.096297142,0.405546502,-0.568987309,-0.02974452,-0.668188176
-0.374088896,0.749036224,-0.213169893,-0.02974452,-0.668188176
-0.412487756,0.891453813,0.092159916,-0.02974452,-0.668188176
-0.400788103,0.950788804,0.198744863,-0.02974452,-0.668188176
-0.305690926,0.731004374,0.096166869,-0.02974452,-0.668188176
-0.2189935,0.399014209,-0.376653571,-0.02974452,-0.668188176
-0.180594639,0.156230666,-0.906372741,-0.02974452,-0.668188176
-0.455086491,0.685822684,-1.170831631,-0.02974452,-0.668188176
-0.488985485,0.809800155,-1.174838584,-0.02974452,-0.668188176
-0.493485352,0.528163079,-1.140378789,-0.02974452,-0.668188176
-0.438586981,0.288781771,-0.829439246,-0.02974452,-0.668188176
-0.581082751,0.520746205,-0.3061312,0.009209486,-0.668188176
-0.513884746,0.645812391,0.169894802,0.346570152,-0.668188176
0.374988869,-0.043140349,0.539335857,1.433289504,-0.668188176
0.728978361,-0.264217629,0.513691359,2.01601674,-0.668188176
0.937172182,-0.498971896,0.356618806,2.1181419,-0.668188176
1.248862929,-0.834636476,0.032055623,2.946794113,-0.668188176
1.460956634,-1.175336364,-0.338186823,2.88576841,-0.668188176
1.1420661,-0.965554507,-0.651530538,1.969988204,-0.668188176
0.773677035,-0.445828973,-0.954456176,1.607440527,-0.668188176
0.821975601,-0.617301655,-1.412050194,1.194346691,-0.668188176
0.677079902,-0.69732224,-1.444105817,0.625457825,-0.668188176
0.490485441,-0.680038883,-1.162817725,0.189502966,-0.668188176
0.163195156,-0.154393459,-0.726059862,0.014134367,-0.668188176
-0.121796385,0.36192984,-0.254040812,-0.02974452,-0.668188176
-0.290991362,0.708549618,0.23641022,-0.02974452,-0.668188176
-0.182994568,0.300961775,0.548952544,-0.02974452,-0.668188176
-0.148195601,0.117172999,0.712436222,-0.02974452,-0.668188176
-0.154195423,0.034430626,0.594631807,-0.02974452,-0.668188176
-0.217493544,0.076073991,0.162682287,-0.02974452,-0.668188176
-0.234593036,-0.06926952,-0.324563183,-0.02974452,-0.668188176
-0.348889644,0.062737227,-0.69560702,-0.02974452,-0.668188176
-0.363589207,0.125610544,-0.903167179,-0.02974452,-0.668188176
-0.187194443,-0.154597593,-0.837453152,-0.02974452,-0.668188176
-0.12869618,-0.214340853,-0.385468867,-0.02974452,-0.668188176
-0.189294381,-0.062737227,0.321357621,-0.011867159,-0.668188176
-0.018899439,-0.242375275,0.740484892,0.17040803,-0.668188176
0.249592591,-0.280480316,0.96006591,0.624790258,-0.668188176
0.493785343,-0.533878835,1.015361859,0.793365627,-0.668188176
0.800676233,-0.831846642,0.862296259,1.298571118,-0.668188176
1.046068949,-1.069799011,0.44477177,1.698821637,-0.668188176
0.939272119,-1.003795637,0.048083435,0.96958233,-0.668188176
0.724778486,-0.424190754,-0.273274186,1.498072895,-0.668188176
1.196364488,-1.097629299,-0.804596138,1.878267013,-0.668188176
1.111766999,-1.236576608,-1.274211015,0.942199487,-0.668188176
1.116866848,-1.372325814,-1.520237922,0.540727194,-0.668188176
0.947371879,-1.249369014,-1.354350073,0.328033621,-0.668188176
0.602082128,-0.982633731,-0.982504846,0.009633538,-0.668188176
0.346189724,-0.526121737,-0.420730052,-0.02974452,-0.668188176
0.079197649,0.07403265,0.062508465,-0.02974452,-0.668188176
0.181194622,-0.274560425,0.369441055,-0.02974452,-0.668188176
-0.047098602,-0.118601938,0.513691359,-0.02974452,-0.668188176
0.009599715,-0.264625897,0.525712218,-0.02974452,-0.668188176
-0.101096999,-0.016126597,0.193135129,-0.02974452,-0.668188176
-0.215693597,0.093289304,-0.3486049,-0.02974452,-0.668188176
-0.293391291,-0.300961775,-0.629091602,-0.02974452,-0.668188176
-0.563383277,-0.189844755,-0.766930781,-0.02974452,-0.668188176
-1.082667863,0.326954856,-0.577001214,-0.02974452,-0.668188176
-1.156765663,0.467331103,-0.192333738,-0.02974452,-0.668188176
-0.708878958,0.245709466,0.275678358,0.050980708,-0.668188176
0.301791042,-0.645199989,0.846268448,0.430834745,-0.668188176
0.368389065,-0.541431798,1.255779032,0.875904622,-0.668188176
0.871774123,-1.135121937,1.034595233,1.629226724,-0.668188176
1.140866135,-1.283391372,0.773341906,1.661756972,-0.668188176
1.088967676,-1.073881694,0.294110341,1.059149673,-0.668188176
1.130666438,-1.183909998,-0.221985189,0.825660757,-0.668188176
1.265962422,-1.233922864,-0.839857323,0.755007814,-0.668188176
1.047568905,-1.206364754,-1.218113675,0.488085965,-0.668188176
1.063768424,-1.30890814,-1.515429579,0.613643148,-0.668188176
1.141766108,-1.432953655,-1.581944996,0.569554334,-0.668188176
1.019369742,-1.434654773,-1.484976737,0.270467511,-0.668188176
0.447886705,-0.969433056,-1.176441365,0.015515685,-0.668188176
0.005699831,-0.836473683,-0.635502727,-0.02974452,-0.668188176
-0.58348268,-0.163851674,-0.082543229,-0.02974452,-0.668188176
-0.39448829,-0.074304829,0.185121223,-0.02974452,-0.668188176
-0.699879225,0.29973697,0.149058647,-0.029740321,-0.668188176
-0.549583686,0.357234754,0.060905684,-0.02974452,-0.668188176
-0.382188655,0.520269892,-0.199546253,-0.02974452,-0.668188176
-0.355189457,0.661938989,-0.502471891,-0.02974452,-0.668188176
-0.42718732,0.919216056,-0.823829512,-0.02974452,-0.668188176
-0.548983704,1.089191755,-0.893550492,-0.02974452,-0.668188176
-0.544783829,1.128725734,-0.704422316,-0.02974452,-0.668188176
-0.547183758,1.125867856,-0.419928662,-0.02974452,-0.668188176
-0.544183847,1.120424279,-0.024843108,-0.007097623,-0.668188176
-0.321590454,0.95187752,0.508081625,0.225576777,-0.668188176
0.339289929,-0.143234125,0.857487916,0.702261621,-0.668188176
0.602082128,-0.244348572,0.886337977,1.262270587,-0.668188176
1.284261879,-1.011961003,0.537733076,2.430181203,-0.668188176
0.823775548,-0.677385139,0.254040812,0.627909769,-0.668188176
0.900873259,-0.977462333,-0.127421102,0.516816539,-0.668188176
0.984870766,-1.124711096,-0.641112461,0.638783974,-0.668188176
1.073968121,-1.215278612,-1.250970689,0.514708874,-0.668188176
0.991770561,-1.251138177,-1.686125771,0.425897268,-0.668188176
1.042469056,-1.295503331,-1.702153583,0.550232677,-0.668188176
1.000770294,-1.346809046,-1.60037698,0.332689796,-0.668188176
0.173094862,-0.662483346,-1.255779032,-9.86656E-05,-0.668188176
-0.380988691,-0.040622695,-0.677175036,-0.02974452,-0.668188176
-0.572982992,0.092200589,-0.123414149,-0.02974452,-0.668188176
-1.037069216,0.261699974,0.18031288,-0.02974452,-0.668188176
-1.25186284,0.324437202,0.486444079,-0.02974452,-0.668188176
-1.380259029,0.347980673,0.591426245,-0.02974452,-0.668188176
-1.636751416,0.532109672,0.464806534,-0.02974452,-0.668188176
-1.377559109,0.511219945,0.032857014,-0.02974452,-0.668188176
-1.127966518,0.578992481,-0.355817416,-0.02974452,-0.668188176
-0.916172805,0.407791978,-0.639509679,-0.02974452,-0.668188176
-0.86547431,0.440929754,-0.65393471,-0.02974452,-0.668188176
-0.867574247,0.587838294,-0.424737005,-0.02974452,-0.668188176
-1.252762814,0.90526689,-0.161079506,0.039875584,-0.668188176
-0.607181977,0.478286303,0.317350668,0.415094438,-0.668188176
0.416087649,-0.437867742,0.755711313,2.07218054,-0.668188176
0.961171469,-0.954803442,0.813411434,2.791083054,-0.668188176
1.274062181,-1.282370701,0.768533562,3.057929329,-0.668188176
1.631651567,-1.798830089,0.281288092,2.278517532,-0.668188176
1.805646402,-1.934171027,-0.090557135,2.020072525,-0.668188176
2.231933749,-2.653199532,-0.735676548,2.215430348,-0.668188176
2.19113496,-2.631697402,-1.287033265,1.50476536,-0.668188176
2.347130329,-2.720767934,-1.840794152,1.515240704,-0.668188176
2.44042756,-2.727436316,-2.142117009,0.390940268,-0.668188176
1.93104268,-2.168653115,-1.858424745,0.369002924,-0.668188176
0.899973286,-0.899619178,-1.214106722,0.002546411,-0.668188176
0.630581282,-0.647649598,-0.394284163,-0.02974452,-0.668188176
0.411287792,-0.431471539,0.173100364,-0.02974452,-0.668188176
0.088797364,0.075665723,0.675572255,-0.02974452,-0.668188176
-0.233393072,0.365808388,0.949647832,-0.02974452,-0.668188176
-0.287991451,0.37737599,1.12755654,-0.02974452,-0.668188176
-0.434387106,0.423510307,0.759718266,-0.02974452,-0.668188176
-0.940772075,0.540819396,0.074529324,-0.02974452,-0.668188176
-1.409958148,0.655270607,-0.359824368,-0.02974452,-0.668188176
-1.762747676,0.695893301,-0.528116389,-0.02974452,-0.668188176
-1.856344897,0.650439432,-0.559370622,-0.02974452,-0.668188176
-1.494855628,0.612878749,-0.088152963,-0.02974452,-0.668188176
-1.171465227,0.666906253,0.342995166,-0.001626932,-0.668188176
-0.470686028,0.144935243,1.109124557,0.217628951,-0.668188176
-0.302691015,0.157387426,1.673303522,0.703017358,-0.668188176
0.47668585,-0.837902622,1.850410839,1.181415204,-0.668188176
0.870574158,-1.094635332,1.783895421,1.976613492,-0.668188176
1.79694666,-1.917295938,1.142782961,3.778238352,-0.668188176
1.822745895,-1.877966092,0.599440151,1.962602981,-0.668188176
1.684749991,-1.848094462,0.079337667,0.774736729,-0.668188176
2.095137809,-2.277660749,-0.762122437,1.530183289,-0.668188176
2.188135049,-2.261261973,-1.218113675,1.848457416,-0.668188176
2.182135227,-2.276503989,-1.493792033,0.584824405,-0.668188176
1.524854737,-1.745210853,-1.339123652,0.245444244,-0.668188176
0.763477337,-1.286793607,-0.976895112,0.017127923,-0.668188176
0.063898103,-0.60178746,-0.523308046,-0.02974452,-0.668188176
-0.432587159,-0.154665637,0.293308951,-0.02974452,-0.668188176
-0.680979786,0.053891414,0.698812582,-0.02974452,-0.668188176
-0.965371344,0.125202276,1.067452247,-0.02974452,-0.668188176
-1.157965628,0.287420877,1.012156297,-0.02974452,-0.668188176
-1.108767088,0.21141493,0.722052909,-0.02974452,-0.668188176
-1.280661986,0.29266032,0.345399338,-0.02974452,-0.668188176
-1.52845463,0.411398348,0.231601876,-0.02974452,-0.668188176
-1.080867916,0.329744689,0.12581832,-0.02971513,-0.668188176
-0.877773945,0.309603454,0.209964331,-0.02974452,-0.668188176
-0.751477694,0.355533636,0.383064695,-0.029731924,-0.668188176
-0.704679083,0.399286388,0.367036884,0.041538204,-0.668188176
-0.23279309,0.211210796,0.857487916,0.482291987,-0.668188176
0.632081238,-0.533130343,1.214908113,1.899503202,-0.668188176
1.074568103,-0.971814621,1.33591809,1.863240457,-0.668188176
1.243763081,-1.251206221,1.256580423,1.517705244,-0.668188176
1.700649519,-1.735480459,0.780554421,2.642081253,-0.668188176
2.036339554,-2.338696858,0.266863062,2.111970054,-0.668188176
2.336030659,-2.586515711,-0.648324976,2.101847387,-0.668188176
2.822016233,-2.878903852,-1.731805034,2.993956254,-0.668188176
2.674720605,-2.673612946,-2.182186538,1.581044339,-0.668188176
1.82154593,-1.839997141,-1.958598567,0.363288718,-0.668188176
0.9230726,-1.168259714,-1.379193181,0.052878446,-0.668188176
0.268192039,-0.533538611,-0.734875158,-0.024416579,-0.668188176
0,0.097235898,-0.04167231,-0.02974452,-0.668188176
-0.28199163,0.575794379,0.730066814,-0.02974452,-0.668188176
-0.502185093,0.906899963,1.21170255,-0.02974452,-0.668188176
-0.515984684,0.88607828,1.202887254,-0.02974452,-0.668188176
-0.538784007,0.689565143,1.117138462,-0.02974452,-0.668188176
-0.575682912,0.963309032,0.827035074,-0.02974452,-0.668188176
-0.623981478,0.9888258,0.531321952,-0.02974452,-0.668188176
-0.587982547,0.927993825,0.218779627,-0.02974452,-0.668188176
-0.578082841,0.823817366,-0.141846132,-0.02974452,-0.668188176
-0.655180552,0.940377963,-0.117003024,-0.02974452,-0.668188176
-0.625181442,0.9135003,0.095365479,-0.02974452,-0.668188176
-0.589482502,0.912751808,0.376653571,-0.014482846,-0.668188176
-0.38608854,0.781561598,0.855885135,0.291061324,-0.668188176
0.114596598,0.268368356,1.28062214,1.195513884,-0.668188176
0.923972573,-0.632815851,1.370377884,2.593474816,-0.668188176
1.501755423,-1.295367242,1.158009382,3.071902052,-0.668188176
1.947242199,-1.601364325,0.685188942,3.798172995,-0.668188176
2.384629216,-2.049166596,-0.129023883,4.082455784,-0.668188176
1.841645334,-1.650900878,-0.785362764,1.657650805,-0.668188176
1.516454986,-1.581631358,-1.306266638,1.007499298,-0.668188176
0.557683446,-0.403573205,-1.349541729,0.300180542,-0.668188176
-0.057298299,0.680923464,-0.9608673,0.190489622,-0.668188176
0.047998575,0.282861881,-0.883933805,0.117145418,-0.668188176
0.031199074,0.300825686,-0.516095531,-0.020134074,-0.668188176
-0.045298655,0.759923378,-0.118605805,-0.02974452,-0.668188176
-0.170094951,0.94452869,0.480834345,-0.02974452,-0.668188176
-0.25469244,0.710046602,0.808603091,-0.02974452,-0.668188176
-0.644080881,0.718280013,1.018567422,-0.02974452,-0.668188176
-0.806976046,0.612334391,0.750902969,-0.02974452,-0.668188176
-0.856174586,0.515710896,0.342193776,-0.02974452,-0.668188176
-0.769177168,0.367441462,0.052090387,-0.02974452,-0.668188176
-0.676779911,0.321034966,-0.496862157,-0.02974452,-0.668188176
-0.740378023,0.40956114,-0.503273282,-0.02974452,-0.668188176
-0.764977293,0.455831547,-0.335782651,-0.02974452,-0.668188176
-0.663880294,0.524692798,-0.238814392,-0.02974452,-0.668188176
